sens_x,sens_y,sens_z,label,window,supine,prone,side,sitting,unknown
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
1.68,-1.22,0.04,4.0,4696,0.0,0.0,0.0,0.0,1.0
